"Meet Date","Meet Name","Meet Type","Sanction Number","Meet Location","Website","Unique Identification"
2019-07-06,"8th Annual Central Florida Open Championships","Local","FL-2019-09","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2514","2019-07-06-8th Annual Central Florida Open Championships"
2019-07-06,"Summer Power Fest","Local","TX-2019-21","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2516","2019-07-06-Summer Power Fest"
2019-06-29,"Team Cup Challenge","Local","WA-2019-06","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2506","2019-06-29-Team Cup Challenge"
2019-06-29,"Citizen's Gym River City Classic","Local","KY-2019-01","Kentucky","https://usapl.liftingdatabase.com/competitions-view?id=2507","2019-06-29-Citizen's Gym River City Classic"
2019-06-29,"Tri-Star Classic","Local","AL-2019-03","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=2513","2019-06-29-Tri-Star Classic"
2019-06-22,"2019 Calcasieu Cup","Local","LA-2019-07","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2497","2019-06-22-2019 Calcasieu Cup"
2019-06-22,"PF Series Meet 3","Local","WI-2019-03","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2498","2019-06-22-PF Series Meet 3"
2019-06-22,"Central Texas Classic","Local","TX-2019-04","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2499","2019-06-22-Central Texas Classic"
2019-06-22,"RPG BarBellum","Local","MI-2019-01","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=2500","2019-06-22-RPG BarBellum"
2019-06-22,"Des Moines Open","Local","IA-2019-05","Iowa","https://usapl.liftingdatabase.com/competitions-view?id=2502","2019-06-22-Des Moines Open"
2019-06-22,"Y-Town Throwdown","Local","OH-2019-07","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2504","2019-06-22-Y-Town Throwdown"
2019-06-22,"Southern Gulf Coast Classic Championships","Local","FL-2019-10","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2505","2019-06-22-Southern Gulf Coast Classic Championships"
2019-06-15,"Seattle Summer Classic","Local","WA-2019-07","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2491","2019-06-15-Seattle Summer Classic"
2019-06-15,"Summer Blastoff","Local","IA-2019-04","Iowa","https://usapl.liftingdatabase.com/competitions-view?id=2492","2019-06-15-Summer Blastoff"
2019-06-15,"CBC Powerlifting Championships","Local","TX-2019-06","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2493","2019-06-15-CBC Powerlifting Championships"
2019-06-15,"Annapolis Novice Open","Local","MD-2019-06","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=2501","2019-06-15-Annapolis Novice Open"
2019-06-09,"Rumble at the Brewery","Local","ME-2019-04","Maine","https://usapl.liftingdatabase.com/competitions-view?id=2482","2019-06-09-Rumble at the Brewery"
2019-06-08,"The Mecca Gym's Iron Inferno","Local","ID-2019-03","Idaho","https://usapl.liftingdatabase.com/competitions-view?id=2478","2019-06-08-The Mecca Gym's Iron Inferno"
2019-06-08,"Badger Open 2019","Local","WI-2019-14","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2479","2019-06-08-Badger Open 2019"
2019-06-08,"Twin Cities Open","Local","MN-2019-04","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2483","2019-06-08-Twin Cities Open"
2019-06-08,"4th Annual Battle at the Beach","Local","VA-2019-10","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2486","2019-06-08-4th Annual Battle at the Beach"
2019-06-08,"Prescott Bar Buster","Local","AZ-2019-05","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=2487","2019-06-08-Prescott Bar Buster"
2019-06-08,"Rumble on the Riverfront","Local","DE-2019-01","Delaware","https://usapl.liftingdatabase.com/competitions-view?id=2488","2019-06-08-Rumble on the Riverfront"
2019-06-08,"Team Rohr Bench Press & Deadlift Challenge","Local","GA-2019-05","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=2494","2019-06-08-Team Rohr Bench Press & Deadlift Challenge"
2019-06-08,"York Powerlifting Championships","Local","PA-2019-04","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2495","2019-06-08-York Powerlifting Championships"
2019-06-04,"IPF 7th World Classic Championships - Helsingborg Sweden","Local","IPF",NA,"https://usapl.liftingdatabase.com/competitions-view?id=2503","2019-06-04-IPF 7th World Classic Championships - Helsingborg Sweden"
2019-06-02,"5th Annaul Freedom Classic","Local","IN-2019-05","Indiana","https://usapl.liftingdatabase.com/competitions-view?id=2484","2019-06-02-5th Annaul Freedom Classic"
2019-06-01,"2nd Annual Camellia City Invitational","Local","LA-2019-15","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2470","2019-06-01-2nd Annual Camellia City Invitational"
2019-06-01,"Kansas Heavy Metal Open","Local","KS-2019-02","Kansas","https://usapl.liftingdatabase.com/competitions-view?id=2471","2019-06-01-Kansas Heavy Metal Open"
2019-06-01,"Gulf Breeze Open","Local","FL-2019-07","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2472","2019-06-01-Gulf Breeze Open"
2019-06-01,"Cowboy State Raw","Local","WY-2019-02","Wyoming","https://usapl.liftingdatabase.com/competitions-view?id=2473","2019-06-01-Cowboy State Raw"
2019-06-01,"Odyssey Barbell Spring Open","Local","NH-2019-04","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=2480","2019-06-01-Odyssey Barbell Spring Open"
2019-06-01,"No Frills Bench Qualifier","Local","SD-2019-02","South Dakota","https://usapl.liftingdatabase.com/competitions-view?id=2515","2019-06-01-No Frills Bench Qualifier"
2019-05-25,"Meet Me at the Bar","Local","TX-2019-05","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2461","2019-05-25-Meet Me at the Bar"
2019-05-25,"Philadelphia Freedom Championship","Local","PA-2019-06","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2462","2019-05-25-Philadelphia Freedom Championship"
2019-05-25,"Ignite Your Power","Local","TX-2019-23","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2463","2019-05-25-Ignite Your Power"
2019-05-25,"Boss of NorCal 10","Local","CA-2019-04","California","https://usapl.liftingdatabase.com/competitions-view?id=2477","2019-05-25-Boss of NorCal 10"
2019-05-18,"Mayhem Open","Local","WI-2019-11","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2455","2019-05-18-Mayhem Open"
2019-05-18,"Exile Bench - Deadlift Raw Open","Local","MD-2019-05","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=2457","2019-05-18-Exile Bench - Deadlift Raw Open"
2019-05-18,"Silverback Challenge","Local","TN-2019-04","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=2458","2019-05-18-Silverback Challenge"
2019-05-18,"Granite City Open","Local","MN-2019-09","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2460","2019-05-18-Granite City Open"
2019-05-11,"South Padre Island Showdown","Local","TX-2019-14","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2451","2019-05-11-South Padre Island Showdown"
2019-05-11,"Western NY Championships","Local","NY-2019-04","New York","https://usapl.liftingdatabase.com/competitions-view?id=2453","2019-05-11-Western NY Championships"
2019-05-11,"Dallas Champions 2019","Local","TX-2019-24","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2481","2019-05-11-Dallas Champions 2019"
2019-05-05,"Pure Focus Classic","Local","NJ-2019-06","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=2440","2019-05-05-Pure Focus Classic"
2019-05-05,"Gorilla Warfare III: Final Conflict","Local","CO-2019-03","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=2449","2019-05-05-Gorilla Warfare III: Final Conflict"
2019-05-04,"New York Ladies of Iron","Local","NY-2019-09","New York","https://usapl.liftingdatabase.com/competitions-view?id=2426","2019-05-04-New York Ladies of Iron"
2019-05-04,"East Texas Open","Local","TX-2019-09","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2429","2019-05-04-East Texas Open"
2019-05-04,"Washington Ladies of Iron","Local","WA-2019-02","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2430","2019-05-04-Washington Ladies of Iron"
2019-05-04,"Ohio Ladies of Iron","Local","OH-2019-04","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2431","2019-05-04-Ohio Ladies of Iron"
2019-05-04,"Minnesota Ladies of Iron","Local","MN-2019-06","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2432","2019-05-04-Minnesota Ladies of Iron"
2019-05-04,"Spring BarBellum","Local","MI-2019-04","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=2435","2019-05-04-Spring BarBellum"
2019-05-04,"LA State Games","Local","LA-2019-04","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2436","2019-05-04-LA State Games"
2019-05-04,"Santa Cruz Spring Open","Local","CA-2019-11","California","https://usapl.liftingdatabase.com/competitions-view?id=2438","2019-05-04-Santa Cruz Spring Open"
2019-05-04,"Oregon Ladies of Iron","Local","OR-2019-02","Oregon","https://usapl.liftingdatabase.com/competitions-view?id=2439","2019-05-04-Oregon Ladies of Iron"
2019-05-04,"Pennsylvania / New Jersey Ladies of Iron","Local","PA-2019-09","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2441","2019-05-04-Pennsylvania / New Jersey Ladies of Iron"
2019-05-04,"Wisconsin Ladies of Iron","Local","WI-2019-18","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2442","2019-05-04-Wisconsin Ladies of Iron"
2019-05-04,"Idaho Ladies of Iron","Local","ID-2019-02","Idaho","https://usapl.liftingdatabase.com/competitions-view?id=2443","2019-05-04-Idaho Ladies of Iron"
2019-05-04,"Words Have Weight","Local","SC-2019-01","South Carolina","https://usapl.liftingdatabase.com/competitions-view?id=2445","2019-05-04-Words Have Weight"
2019-05-04,"MA & RI Ladies of Iron","Local","MA-2019-05","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2447","2019-05-04-MA & RI Ladies of Iron"
2019-05-04,"Bay State Series 3","Local","MA-2019-05","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2448","2019-05-04-Bay State Series 3"
2019-05-04,"United Ladies of Iron","Local","WA-2019-01","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2450","2019-05-04-United Ladies of Iron"
2019-04-27,"PF Series Meet 2","Local","WI-2019-04","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2418","2019-04-27-PF Series Meet 2"
2019-04-27,"San Diego Validus Open","Local","CA-2019-01","California","https://usapl.liftingdatabase.com/competitions-view?id=2420","2019-04-27-San Diego Validus Open"
2019-04-27,"SBWC Spring Classic","Local","NY-2019-06","New York","https://usapl.liftingdatabase.com/competitions-view?id=2425","2019-04-27-SBWC Spring Classic"
2019-04-27,"District Open","Local","DC-2019-01","Washington DC","https://usapl.liftingdatabase.com/competitions-view?id=2446","2019-04-27-District Open"
2019-04-20,"Ironclub Collegiate Open","Local","CA-2019-12","California","https://usapl.liftingdatabase.com/competitions-view?id=2417","2019-04-20-Ironclub Collegiate Open"
2019-04-20,"Louisiana Legend Qualifier","Local","LA-2019-05","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2423","2019-04-20-Louisiana Legend Qualifier"
2019-04-13,"Spring Break Throwdown II","Local","NY-2019-02","New York","https://usapl.liftingdatabase.com/competitions-view?id=2410","2019-04-13-Spring Break Throwdown II"
2019-04-13,"Springfield Showdown","Local","MO-2019-01","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=2411","2019-04-13-Springfield Showdown"
2019-04-13,"Tennessee and Surrounding States Championship","Local","TN-2019-02","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=2412","2019-04-13-Tennessee and Surrounding States Championship"
2019-04-13,"Empire Classic","Local","WA-2019-04","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2413","2019-04-13-Empire Classic"
2019-04-13,"Battle By The Bridge","Local","MN-2019-10","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2414","2019-04-13-Battle By The Bridge"
2019-04-13,"920 Raw Open","Local","WI-2019-19","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2424","2019-04-13-920 Raw Open"
2019-04-07,"New England Spring Classic","Local","MA-2019-03","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2406","2019-04-07-New England Spring Classic"
2019-04-06,"Iron Triathlon","Local","TX-2019-16","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2401","2019-04-06-Iron Triathlon"
2019-04-06,"Motor City BarBellum","Local","MI-2019-05","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=2403","2019-04-06-Motor City BarBellum"
2019-04-06,"Virginia Richmond Open","Local","VA-2019-06","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2404","2019-04-06-Virginia Richmond Open"
2019-04-06,"Georgia Spring Open","Local","GA-2019-02","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=2407","2019-04-06-Georgia Spring Open"
2019-03-31,"SoCal Spring Open","Local","CA-2019-06","California","https://usapl.liftingdatabase.com/competitions-view?id=2398","2019-03-31-SoCal Spring Open"
2019-03-30,"American Strength Masters Brawl","Local","MN-2019-08","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2396","2019-03-30-American Strength Masters Brawl"
2019-03-24,"Baystate Athletic Club Series Meet# 2","Local","MA-2019-07","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2390","2019-03-24-Baystate Athletic Club Series Meet# 2"
2019-03-24,"Men's Chicagoland Raw Open","Local","IL-2019-03","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=2391","2019-03-24-Men's Chicagoland Raw Open"
2019-03-24,"Whippany Athletic Club Spring Smash","Local","NJ-2019-01","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=2392","2019-03-24-Whippany Athletic Club Spring Smash"
2019-03-23,"Prime Performance Push Pull","Local","MT-2019-01","Montana","https://usapl.liftingdatabase.com/competitions-view?id=2387","2019-03-23-Prime Performance Push Pull"
2019-03-23,"Battle on the Border","Local","TX-2019-07","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2388","2019-03-23-Battle on the Border"
2019-03-23,"Battle On The Border","Local","NC-2019-01","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=2389","2019-03-23-Battle On The Border"
2019-03-23,"Squats & Science Championship","Local","NY-2019-08","New York","https://usapl.liftingdatabase.com/competitions-view?id=2394","2019-03-23-Squats & Science Championship"
2019-03-23,"Madness Open","Local","WI-2019-10","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2395","2019-03-23-Madness Open"
2019-03-23,"Iron City Open","Local","AL-2019-02","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=2397","2019-03-23-Iron City Open"
2019-03-17,"4th Annual  Orlando Open Championships","Local","FL-2019-08","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2381","2019-03-17-4th Annual  Orlando Open Championships"
2019-03-16,"Top Crop Barbell Open","Local","KS-2019-01","Kansas","https://usapl.liftingdatabase.com/competitions-view?id=2376","2019-03-16-Top Crop Barbell Open"
2019-03-16,"Capital City Classic","Local","TX-2019-03","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2377","2019-03-16-Capital City Classic"
2019-03-16,"Old School Irons of March","Local","OH-2019-06","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2378","2019-03-16-Old School Irons of March"
2019-03-16,"Dragon Open","Local","MN-2019-03","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2379","2019-03-16-Dragon Open"
2019-03-16,"Elevate Barbell Championship","Local","CO-2019-01","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=2380","2019-03-16-Elevate Barbell Championship"
2019-03-16,"California State Games","Local","CA-2019-08","California","https://usapl.liftingdatabase.com/competitions-view?id=2393","2019-03-16-California State Games"
2019-03-10,"Gentry Gym Spring Break Bash","Local","TX-2019-11","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2369","2019-03-10-Gentry Gym Spring Break Bash"
2019-03-09,"Family Fitness Works Classic","Local","IN-2019-01","Indiana","https://usapl.liftingdatabase.com/competitions-view?id=2367","2019-03-09-Family Fitness Works Classic"
2019-03-09,"Virginia Military and First Responder State Championships","Local","VA-2019-05","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2368","2019-03-09-Virginia Military and First Responder State Championships"
2019-03-09,"March Mayhem High School Only","Local","AZ-2019-04","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=2372","2019-03-09-March Mayhem High School Only"
2019-03-09,"Georgia High School State Championship","Local","GA-2019-03","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=2373","2019-03-09-Georgia High School State Championship"
2019-03-09,"Alaska Fairbanks Showdown","Local","AK-2019-01","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=2386","2019-03-09-Alaska Fairbanks Showdown"
2019-03-02,"Fresno March Madness","Local","CA-2019-10","California","https://usapl.liftingdatabase.com/competitions-view?id=2357","2019-03-02-Fresno March Madness"
2019-03-02,"CT Spring Classic","Local","CT-2019-02","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=2358","2019-03-02-CT Spring Classic"
2019-03-02,"3rd Annual Capital City Barbell Championships","Local","FL-2019-04","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2371","2019-03-02-3rd Annual Capital City Barbell Championships"
2019-02-24,"Texas Strength Classic","Local","TX-2019-10","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2340","2019-02-24-Texas Strength Classic"
2019-02-24,"2019 Illinois Women's Raw Open","Local","IL-2019-02","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=2341","2019-02-24-2019 Illinois Women's Raw Open"
2019-02-24,"Pittsburgh Spring Classic","Local","PA-2019-07","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2347","2019-02-24-Pittsburgh Spring Classic"
2019-02-23,"WI High School National Qualifier","Local","WI-2019-15","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2336","2019-02-23-WI High School National Qualifier"
2019-02-23,"3D Fit BarBellum","Local","MI-2019-08","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=2338","2019-02-23-3D Fit BarBellum"
2019-02-23,"Virginia Novice Open","Local","VA-2019-05","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2339","2019-02-23-Virginia Novice Open"
2019-02-23,"Jacksonville Open Championships","Local","FL-2019-03","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2348","2019-02-23-Jacksonville Open Championships"
2019-02-23,"Boss of NorCal Winter Championship 2019","Local","CA-2019-03","California","https://usapl.liftingdatabase.com/competitions-view?id=2349","2019-02-23-Boss of NorCal Winter Championship 2019"
2019-02-23,"Arlington Strength Raw Classic","Local","TX-2019-17","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2360","2019-02-23-Arlington Strength Raw Classic"
2019-02-17,"Island Qualifier","Local","HI-2019-01","Hawaii","https://usapl.liftingdatabase.com/competitions-view?id=2333","2019-02-17-Island Qualifier"
2019-02-17,"2019 Aggie Showdown","Local","TX-2019-15","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2354","2019-02-17-2019 Aggie Showdown"
2019-02-16,"Swolemates Challenge","Local","TN-2019-01","Tennessee","https://usapl.liftingdatabase.com/competitions-view?id=2326","2019-02-16-Swolemates Challenge"
2019-02-16,"Pelican State Meet","Local","LA-2019-01","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2327","2019-02-16-Pelican State Meet"
2019-02-16,"2nd Annual Mustache Mayhem","Local","NY-2019-03","New York","https://usapl.liftingdatabase.com/competitions-view?id=2331","2019-02-16-2nd Annual Mustache Mayhem"
2019-02-16,"Murder of Crows Open","Local","NY-2019-10","New York","https://usapl.liftingdatabase.com/competitions-view?id=2334","2019-02-16-Murder of Crows Open"
2019-02-16,"2019 Heartbreakers","Local","CT-2019-03","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=2344","2019-02-16-2019 Heartbreakers"
2019-02-16,"2019 Winter Classic and Northeast Collegiate Regional","Local","MA-2019-06","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2345","2019-02-16-2019 Winter Classic and Northeast Collegiate Regional"
2019-02-10,"Last Chance Qualifier Road to Collegiates","Local","MO-2019-03","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=2320","2019-02-10-Last Chance Qualifier Road to Collegiates"
2019-02-10,"Convoy Strength Open","Local","CA-2019-05","California","https://usapl.liftingdatabase.com/competitions-view?id=2361","2019-02-10-Convoy Strength Open"
2019-02-09,"Liberty Bell Classic","Local","PA-2019-06","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2316","2019-02-09-Liberty Bell Classic"
2019-02-09,"PF Series Meet 1","Local","WI-2019-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2317","2019-02-09-PF Series Meet 1"
2019-02-09,"Beyond Limits Classic","Local","OH-2019-03","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=2318","2019-02-09-Beyond Limits Classic"
2019-02-09,"Calvary Qualifier","Local","LA-2019-14","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2319","2019-02-09-Calvary Qualifier"
2019-02-09,"Nor'Easter Bench Bashand Deadlift","Local","MA-2019-01","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2321","2019-02-09-Nor'Easter Bench Bashand Deadlift"
2019-02-09,"6th Annual High School Elite Cup","Local","MA-2019-02","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2322","2019-02-09-6th Annual High School Elite Cup"
2019-02-09,"Woodward Academy Invitational","Local","IA-2019-03","Iowa","https://usapl.liftingdatabase.com/competitions-view?id=2323","2019-02-09-Woodward Academy Invitational"
2019-02-09,"Lake Pleasant Classic","Local","AZ-2019-03","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=2324","2019-02-09-Lake Pleasant Classic"
2019-02-09,"Central Louisiana High School Nationals Qualifier","Local","LA-2019-10","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2325","2019-02-09-Central Louisiana High School Nationals Qualifier"
2019-02-09,"Covington Qualifier","Local","LA-2019-08","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2328","2019-02-09-Covington Qualifier"
2019-02-09,"Keystone Collegiate Cup","Local","PA-2019-11","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2330","2019-02-09-Keystone Collegiate Cup"
2019-02-03,"Hattiesburg Closed QT","Local","MS-2019-03","Mississippi","https://usapl.liftingdatabase.com/competitions-view?id=2310","2019-02-03-Hattiesburg Closed QT"
2019-02-02,"Abington Heights Invitational","Local","PA-2019-05","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2311","2019-02-02-Abington Heights Invitational"
2019-02-02,"SBWC Box of Rats Invitational","Local","NY-2019-07","New York","https://usapl.liftingdatabase.com/competitions-view?id=2312","2019-02-02-SBWC Box of Rats Invitational"
2019-02-01,"West Monroe High School Nationals Qualifier","Local","LA-2019-09","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2314","2019-02-01-West Monroe High School Nationals Qualifier"
2019-01-27,"Granite State Grand Prix III","Local","NH-2019-01","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=2304","2019-01-27-Granite State Grand Prix III"
2019-01-27,"Illinois Raw Collegiate Power Meet","Local","IL-2019-01","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=2299","2019-01-27-Illinois Raw Collegiate Power Meet"
2019-01-26,"Happy New Year","Local","WI-2019-07","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2306","2019-01-26-Happy New Year"
2019-01-26,"Limitless Rookie Open","Local","WI-2019-08","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=2307","2019-01-26-Limitless Rookie Open"
2019-01-26,"12th Annual Capital City Clash","Local","NE-2019-02","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=2296","2019-01-26-12th Annual Capital City Clash"
2019-01-26,"Des Moines Classic","Local","IA-2019-01","Iowa","https://usapl.liftingdatabase.com/competitions-view?id=2297","2019-01-26-Des Moines Classic"
2019-01-26,"Spartan Open","Local","CA-2019-09","California","https://usapl.liftingdatabase.com/competitions-view?id=2298","2019-01-26-Spartan Open"
2019-01-26,"Virginia Winter Open 2","Local","VA-2019-02","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2300","2019-01-26-Virginia Winter Open 2"
2019-01-26,"Boynton Barbell Championship","Local","FL-2019-01","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2301","2019-01-26-Boynton Barbell Championship"
2019-01-20,"Winter Games of Texas","Local","TX-2019-01","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2295","2019-01-20-Winter Games of Texas"
2019-01-19,"2nd Southwest Florida Championships","Local","FL-2019-02","Florida","https://usapl.liftingdatabase.com/competitions-view?id=2305","2019-01-19-2nd Southwest Florida Championships"
2019-01-19,"P.O.D. Winter Seasonal","Local","TX-2019-02","Texas","https://usapl.liftingdatabase.com/competitions-view?id=2315","2019-01-19-P.O.D. Winter Seasonal"
2019-01-19,"Southeast Collegiate Clash","Local","GA-2019-01","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=2287","2019-01-19-Southeast Collegiate Clash"
2019-01-19,"Tacoma Rookie Comp","Local","WA-2019-03","Washington","https://usapl.liftingdatabase.com/competitions-view?id=2288","2019-01-19-Tacoma Rookie Comp"
2019-01-19,"Louisiana State Meet","Local","LA-2019-03","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2290","2019-01-19-Louisiana State Meet"
2019-01-19,"Virginia High School and Collegiate State Championships","Local","VA-2019-01","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=2291","2019-01-19-Virginia High School and Collegiate State Championships"
2019-01-19,"South Bay Classic","Local","CA-2019-07","California","https://usapl.liftingdatabase.com/competitions-view?id=2292","2019-01-19-South Bay Classic"
2019-01-19,"Northeast Iron Beast Winter Classic VI","Local","NY02019-01","New York","https://usapl.liftingdatabase.com/competitions-view?id=2293","2019-01-19-Northeast Iron Beast Winter Classic VI"
2019-01-19,"WHG Winter Open","Local","PA-2019-02","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=2302","2019-01-19-WHG Winter Open"
2019-01-19,"Southern New England Open","Local","CT-2019-05","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=2303","2019-01-19-Southern New England Open"
2019-01-13,"6th Annual St. John's High School Classic","Local","MA-2019-04","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=2284","2019-01-13-6th Annual St. John's High School Classic"
2019-01-13,"Garden State Winter War","Local","NJ-2019-02","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=2285","2019-01-13-Garden State Winter War"
2019-01-12,"MN State High School Championship","Local","MN-2019-05","Minnesota","https://usapl.liftingdatabase.com/competitions-view?id=2282","2019-01-12-MN State High School Championship"
2019-01-12,"Iron and Ice Push Pull Meet","Local","AZ-2019-01","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=2283","2019-01-12-Iron and Ice Push Pull Meet"
2019-01-12,"United Barbell Classic","Local","NY-2019-05","New York","https://usapl.liftingdatabase.com/competitions-view?id=2286","2019-01-12-United Barbell Classic"
2019-01-05,"2019 Michigan HS Qualifier","Local","MI-2019-03","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=2279","2019-01-05-2019 Michigan HS Qualifier"
2019-01-05,"East Regional High School Qualifier","Local","LA-2019-06","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=2280","2019-01-05-East Regional High School Qualifier"
2018-12-16,"3rd Annual Merry LIftmas","Local","IN-2018-04","Indiana","https://usapl.liftingdatabase.com/competitions-view?id=2274","2018-12-16-3rd Annual Merry LIftmas"
