Date,Name,Meet Type,Sanction Number,State,Website
12/16/2017,2017 Winter Iron Open,Local,TX-2017-14,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1890
12/16/2017,Pure Fitness Open December,Local,WI-2017-19,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1876
12/16/2017,Southside Christmas Classic,Local,AK-2017-11,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1888
12/16/2017,Blizzard Open,Local,WI-2017-14,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1870
12/16/2017,2017 South Dakota,Local,SD-2017-03,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=1873
12/16/2017,NorCal Winter Classic,Local,CA-2017-12,California,https://usapl.liftingdatabase.com/competitions-view?id=1874
12/10/2017,Holiday Havoc,Local,PA-2017-12,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1875
12/09/2017,2017 Power for a Purpose,Local,WV-2017-02,West Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1883
12/09/2017,Pounds for Paws,Local,MN-2017-13,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1886
12/09/2017,Warrior Collegiate Open,Local,NE-2017-03,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=1859
12/09/2017,17th Annual Ketchikan Winter Meet,Local,AK-2017-13,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1860
12/09/2017,2017 Equinox Open,Local,MD-2017-08,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1862
12/09/2017,LA Tech Rookie Meet,Local,LA-2017-12,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1865
12/09/2017,2017 Holiday Classic,Local,TX-2017-19,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1866
12/03/2017,2017 New Jersey Collegiate Invitational Championship,Local,NJ-2017-07,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1867
12/03/2017,SCI-Graterford Winter Powerlifting Meet,Local,PA-2017-20,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1887
12/02/2017,2017 New England Open,Local,MA-2017-07,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1895
12/02/2017,Merry Muscle Madness,Local,WA-2017-08,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1863
12/02/2017,Brother Bennett Memorial,Local,MS-2017-03,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=1848
12/02/2017,2017 Army-Navy Invitational,Local,NY-2017-16,New York,https://usapl.liftingdatabase.com/competitions-view?id=1850
12/02/2017,2017 Texas Open & Collegiate Cup,Local,TX-2017-13,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1852
12/02/2017,Shreveport Showdown,Local,LA-2017-11,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1858
12/02/2017,2017 STS Lifts for Gifts,Local,OH-2017-09,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1864
12/02/2017,Inaugural Virginia High School and Collegiate Championships,Local,VA-2017-05,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1868
11/19/2017,Quad City Iron Thriller,Local,IA-2017-06,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=1912
11/19/2017,Stars and Stripes Championship,Local,PA-2017-11,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1841
11/18/2017,2017 RMLC Championships,Local,CO-2017-05,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=1885
11/18/2017,Long Island Gobbler Open,Local,NY-2017-14,New York,https://usapl.liftingdatabase.com/competitions-view?id=1836
11/18/2017,Trojan Iron Wars,Local,WY-2017-04,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=1842
11/18/2017,2017 Power Partners Raw Open,Local,TN-2017-03,Tennessee,https://usapl.liftingdatabase.com/competitions-view?id=1843
11/18/2017,2017 Iron Empire Classic,Local,NH-2017-03,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=1844
11/18/2017,2017 Abbeville Open and Collegiate Championships,Local,LA-2017-05,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1847
11/18/2017,Longhorn Open,Local,TX-2017-17,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1849
11/18/2017,Ferrigno Legacy,Local,CA-2017-13,California,https://usapl.liftingdatabase.com/competitions-view?id=1854
11/18/2017,Ironside Lift for Pits,Local,OR-2017-02,Oregon,https://usapl.liftingdatabase.com/competitions-view?id=1855
11/12/2017,2017 New Jersey Iron Gobbler,Local,NJ-2017-02,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1824
11/12/2017,2017 Raw Collegiate Cup,Local,MA-2017-05,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1831
11/11/2017,Rio Grande Valley Fall Classic,Local,TX-2017-16,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1818
11/11/2017,Champion's Fall Classic,Local,MN-2017-11,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1819
11/11/2017,Savage Open,Local,GA-2017-07,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1827
11/11/2017,The Beast of the Metro East 2017,Local,IL-2017-09,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=1829
11/11/2017,Arizona 2017 Fall Classic,Local,AZ-2017-06,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1832
11/11/2017,Salute to Service,Local,NY-2017-12,New York,https://usapl.liftingdatabase.com/competitions-view?id=1833
11/11/2017,Winter Wars 2017,Local,ID-2017-05,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=1834
11/11/2017,I-STEP Inaugural Invitational Powerlifting Meet,Local,MD-2017-07,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1835
11/11/2017,Boss of Norcal 5,Local,CA-2017-05,California,https://usapl.liftingdatabase.com/competitions-view?id=1861
11/05/2017,2017 No Frills Midwest Collegiate Cup,Local,OH-2017-08,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1810
11/05/2017,Pittsburgh Raw Open,Local,PA-2017-18,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1817
11/05/2017,2017 Chicagoland Women's Raw Novice,Local,IL-2017-07,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=1805
11/04/2017,2017 Michigan Teen Meet,Local,MI-2017-12,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1806
11/04/2017,Ivy League Championships II,Local,NY-2017-15,New York,https://usapl.liftingdatabase.com/competitions-view?id=1807
11/04/2017,Eau Claire Open,Local,WI-2017-15,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1813
11/04/2017,Fall Festival of Power,Local,NC-2017-03,North Carolina,https://usapl.liftingdatabase.com/competitions-view?id=1814
11/04/2017,Undaunted Powerhouse Push-Pull,Local,ME-2017-01,Maine,https://usapl.liftingdatabase.com/competitions-view?id=1815
11/04/2017,Iron Lion,Local,PA-2017-19,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1816
10/29/2017,2017 Delaware Fall Classic,Local,DE-2017-02,Delaware,https://usapl.liftingdatabase.com/competitions-view?id=1830
10/28/2017,Tundra Rumble,Local,AK-2017-12,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1929
10/28/2017,Finger Lakes Championships,Local,NY-2017-13,New York,https://usapl.liftingdatabase.com/competitions-view?id=1801
10/28/2017,New England Showdown,Local,CT-2017-04,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=1811
10/27/2017,2017 SBWC Fall Classic,Local,NY-2017-05,New York,https://usapl.liftingdatabase.com/competitions-view?id=1828
10/22/2017,Team Phoinix Halloween Havoc,Local,WA-2017-07,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1798
10/21/2017,Noonan Barbell Raw Open,Local,MN-2017-10,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1799
10/21/2017,2017 Michigan Iron Monger,Local,MI-2017-11,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1804
10/21/2017,Power on the Platte,Local,NE-2017-05,Nebraska,https://usapl.liftingdatabase.com/competitions-view?id=1808
10/14/2017,2017 Philadelphia Fall Championship,Local,PA-2017-14,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1857
10/14/2017,2017 Muscle Beach Powerlifting Classic,Local,TX-2017-08,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1896
10/07/2017,Humanity Open,Local,CA-2017-10,California,https://usapl.liftingdatabase.com/competitions-view?id=1797
09/30/2017,2017 Morey Mayhem BarBellum,Local,MI-2017-04,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1795
09/30/2017,9th Annual Iron Wars,Local,TX-2017-12,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1802
09/30/2017,2017 Solcana Novice Meet,Local,MN-2017-09,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1803
09/30/2017,14th Annual Florida Collegiate Championships,Local,FL-2017-08,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1796
09/30/2017,2017 Anthracite Open,Local,PA-2017-16,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1794
09/30/2017,CT Bench Press Against Breast Cancer,Local,CT-2017-07,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=1792
09/30/2017,Western Wisconsin Open,Local,WI-2017-12,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1793
09/24/2017,2017 New Jersey Heavy Metal Classic,Local,NJ-2017-04,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1790
09/23/2017,2017 Michigan Rookie Rumble,Local,MI-2017-09,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1782
09/23/2017,Apeman Strong Fest,Local,AZ-2017-07,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1791
09/23/2017,Phoenix Taskforce Powerlifting Festival,Local,NH-2017-02,New Hampshire,https://usapl.liftingdatabase.com/competitions-view?id=1781
09/17/2017,Supertotal Weekend,Local,KY-2017-02,Kentucky,https://usapl.liftingdatabase.com/competitions-view?id=1774
09/16/2017,Pure Fitness Open Fall,Local,WI-2017-16,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1775
09/16/2017,2017 Spokane,Local,WA-2017-06,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1777
09/16/2017,Kansas Klassic,Local,KS-2017-02,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=1778
09/16/2017,2nd Annual Colorado Fall Open,Local,CO-2017-04,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=1779
09/16/2017,Powerlifting For Pups,Local,GA-2017-08,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1780
09/10/2017,2017 Virginia Last Chance Qualifier,Local,VA-2017-04,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1784
09/10/2017,2017 Lehigh Valley Championships,Local,PA-2017-13,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1770
09/10/2017,2017 Whippany Athletic Club Fall Power Fest,Local,NJ-2017-05,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1769
09/09/2017,Connecticut Fall Classic,Local,CT-2017-05,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=1771
09/09/2017,2017 CBUS Lifting Co Fall Classic,Local,OH-2017-04,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1773
09/09/2017,Charm City Classic,Local,MD-2017-06,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1766
09/09/2017,Santa Cruz Strength Fall Classic,Local,CA-2017-09,California,https://usapl.liftingdatabase.com/competitions-view?id=1763
09/03/2017,Florida Last Chance Qualifier,Local,FL-2017-07,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1764
09/03/2017,2017 New Orleans Invitational,Local,LA-2017-04,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1765
09/02/2017,2017 El Paso Iron Open,Local,TX-2017-15,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1767
08/27/2017,Bring A Volunteer Last Minute Qualifier,Local,GA-2017-09,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1768
08/27/2017,Last Chance Qualifier 2017,Local,MO-2017-02,Missouri,https://usapl.liftingdatabase.com/competitions-view?id=1756
08/27/2017,Sun Devil Classic,Local,AZ-2017-04,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1757
08/26/2017,Wolf Open,Local,WI-2017-06,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1761
08/26/2017,JBC Invitational,Local,MN-2017-12,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1754
08/26/2017,2017 OK Summer Bash,Local,OK-2017-03,Oklahoma,https://usapl.liftingdatabase.com/competitions-view?id=1755
08/26/2017,Big Iron Classic,Local,MT-2017-02,Montana,https://usapl.liftingdatabase.com/competitions-view?id=1758
08/26/2017,Baltimore Open,Local,MD-2017-03,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1762
08/26/2017,Texas Raw Championships,Local,TX-2017-05,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1748
08/20/2017,Juggernaut Summer Open,Local,CA-2017-11,California,https://usapl.liftingdatabase.com/competitions-view?id=1752
08/19/2017,Palmetto Classic,Local,SC-2017-03,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=1749
08/19/2017,Summer Raid,Local,WV-2017-03,West Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1737
08/06/2017,2017 NJ Last Chance Qualifier,Local,NJ-2017-08,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1741
08/05/2017,Minnesota Summer Push/Pull Classic,Local,MN-2017-08,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1744
07/30/2017,2017 Rocky Mountain State Games,Local,CO-2017-03,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=1838
07/22/2017,Sweet Applewood Open,Local,WI-2017-13,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1739
07/22/2017,3rd Annual Route 66 Classic,Local,AZ-2017-05,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1740
07/22/2017,Connecticut Summer Showdown,Local,CT-2017-03,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=1745
07/22/2017,Limitless Push/Pull,Local,WI-2017-17,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1746
07/15/2017,2017 Rochester Hills BarBellum,Local,MI-2017-03,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1753
07/15/2017,2017 Massachusetts Quickie Qualifier,Local,MA-2017-06,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1742
07/15/2017,Women of Steel Summer Showdown,Local,MN-2017-06,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1743
07/15/2017,2017 DC Barbell Club PRO Invitational,Local,PA-2017-09,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1747
07/15/2017,2017 Summer Power Fest,Local,TX-2017-04,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1716
07/15/2017,CA State Games & USA Masters Games,Local,CA-2017-06,California,https://usapl.liftingdatabase.com/competitions-view?id=1725
07/15/2017,Rumble on Pratt Street,Local,MD-2017-04,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1734
07/15/2017,2nd Annual Justin Maile Classic,Local,AK-2017-10,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1705
07/15/2017,2017 Louisiana Summer Classic,Local,LA-2017-06,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1706
07/15/2017,Wolf Pack Bench Open,Local,WI-2017-09,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1717
07/09/2017,6th Annual Central Florida Open Championships,Local,FL-2017-05,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1738
07/08/2017,Liberty Games 2017,Local,NY-2017-10,New York,https://usapl.liftingdatabase.com/competitions-view?id=1695
07/08/2017,5 Bar Showdown!,Local,GA-2017-06,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1696
07/08/2017,NW Regionals Last Chance Qualifier,Local,ID-2017-04,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=1697
06/25/2017,2017 Independence Championships,Local,PA-2017-10,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1698
06/24/2017,2017 Calcasieu Cup,Local,LA-2017-10,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1703
06/24/2017,Seattle Summer Classic,Local,WA-2017-05,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1704
06/24/2017,Northern Indiana Bench & Deadlift Championships,Local,IN-2017-01,Indiana,https://usapl.liftingdatabase.com/competitions-view?id=1718
06/17/2017,Quad Cities Summer Blastoff,Local,IA-2017-05,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=1723
06/17/2017,Klubbstevne,Local,Norway,,https://usapl.liftingdatabase.com/competitions-view?id=1724
06/10/2017,Badger Open 2017,Local,WI-2017-08,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1751
06/10/2017,2nd Annual Battle at the Beach,Local,VA-2017-03,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1692
06/10/2017,Dirty South Bench Press & Deadlift Challenge,Local,GA-2017-05,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1694
06/10/2017,Twin Ports Raw Open,Local,MN-2017-05,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1712
06/10/2017,Syracuse Summer Showdown,Local,NY-2017-11,New York,https://usapl.liftingdatabase.com/https://docs.google.com/spreadsheets/d/1LgKgYIVRXwavi9opPfj0pg_riVerNzaMjn5d4ts0PYI/edit?usp=sharing
06/10/2017,Boynton Barbell Center Invitational,Local,FL-2017-06,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1735
06/10/2017,NorCal Open,Local,CA-2017-08,California,https://usapl.liftingdatabase.com/competitions-view?id=1688
06/03/2017,2017 Unreal BarBellum,Local,MI-2017-08,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1689
06/03/2017,BFE Classic,Local,ID-2017-02,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=1707
06/03/2017,Kansas Heavy Metal Open,Local,KS2017-01,Kansas,https://usapl.liftingdatabase.com/competitions-view?id=1722
06/03/2017,Gulf Breeze Open,Local,FL-2017-04,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1690
05/27/2017,2017 Philadelphia Freedom Championship,Local,PA-2017-04,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1789
05/27/2017,Ketchikan 21st Spring Meet,Local,AK-2017-09,Alaska,https://usapl.liftingdatabase.com/http://styrkeloft.no/resultatservice/?page=protokoll_vis&id=3874
05/27/2017,Boss of Norcal 4,Local,CA-2017-04,California,https://usapl.liftingdatabase.com/competitions-view?id=1671
05/13/2017,Westchester County Championships II,Local,NY-2017-07,New York,https://usapl.liftingdatabase.com/competitions-view?id=1672
05/13/2017,Team Cup Challenge,Local,WA-2017-04,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1680
05/13/2017,MHB Spring Raw Classic,Local,ID-2017-02,Idaho,https://usapl.liftingdatabase.com/competitions-view?id=1682
05/06/2017,2017 Husky Invitational,Local,AK-2017-08,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1685
05/06/2017,2017 American Strength Master's Brawl,Local,MN-2017-03,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1686
05/06/2017,2017 STS Ohio Spring Classic,Local,OH-2017-07,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1691
05/06/2017,2017 Atlanta Women's Open,Local,GA-2017-04,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1665
05/06/2017,Milwaukee Open,Local,WI-2017-10,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1666
04/30/2017,2017 All Midwest Bench and Deadlift,Local,IL-2017-03,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=1669
04/29/2017,2017 Central Texas Classic,Local,TX-2017-07,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1670
04/29/2017,2017 SBWC Spring Classic,Local,NY-2017-02,New York,https://usapl.liftingdatabase.com/competitions-view?id=1656
04/29/2017,Pure Fitness Spring Open,Local,WI-2017-11,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1661
04/29/2017,2017 Spring Natural and Fit BarBellum,Local,MI-2017-01,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1664
04/29/2017,Gorilla Warfare,Local,CO-2017-02,Colorado,https://usapl.liftingdatabase.com/competitions-view?id=1650
04/23/2017,2017 Dallas Open,Local,TX-2017-11,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1654
04/23/2017,SCI- Graterford Meet,Local,PA-2017-08,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1678
04/23/2017,Pittsburgh Raw Open,Local,PA-2017-07,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1639
04/22/2017,Capital City Barbell Raw Powerlifting Championship,Local,FL-2017-03,Florida,https://usapl.liftingdatabase.com/competitions-view?id=1640
04/22/2017,2017 Empire Classic,Local,WA-2017-03,Washington,https://usapl.liftingdatabase.com/competitions-view?id=1641
04/22/2017,2017 Twin Cities Open,Local,MN-2017-07,Minnesota,https://usapl.liftingdatabase.com/competitions-view?id=1642
04/22/2017,2017 CBC Powerlifting Championships,Local,TX-2017-10,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1659
04/22/2017,4th Annual NoVa Open,Local,VA-2017-02,Virginia,https://usapl.liftingdatabase.com/competitions-view?id=1655
04/15/2017,Buffalo Battle at the Border,Local,NY-2017-06,New York,https://usapl.liftingdatabase.com/competitions-view?id=1621
04/08/2017,2017 Battle on the Border,Local,SC-2017-02,South Carolina,https://usapl.liftingdatabase.com/competitions-view?id=1624
04/01/2017,2017 Mississippi Championship,Local,MS-2017-02,Mississippi,https://usapl.liftingdatabase.com/competitions-view?id=1626
04/01/2017,2017 Kalamazoo BarBellum,Local,MI-2017-06,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1627
04/01/2017,District Open,Local,DC-2017-01,Washington DC,https://usapl.liftingdatabase.com/competitions-view?id=1636
04/01/2017,Georgia Spring Open,Local,GA-2017-03,Georgia,https://usapl.liftingdatabase.com/competitions-view?id=1622
04/01/2017,2017 CBUS Lifting Co Spring Classic,Local,OH-2017-03,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1634
03/25/2017,2017 Kenai Peninsula Classic,Local,AK-2017-06,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1720
03/25/2017,Squats & Science Powerlifting Championship,Local,NY-2017-09,New York,https://usapl.liftingdatabase.com/competitions-view?id=1616
03/25/2017,Iron City Open,Local,AL-2017-01,Alabama,https://usapl.liftingdatabase.com/competitions-view?id=1618
03/19/2017,2017 Whippany Athletic Club Spring Classic,Local,NJ-2017-03,New Jersey,https://usapl.liftingdatabase.com/competitions-view?id=1619
03/19/2017,Men's Chicagoland Raw Open,Local,IL-2017-02,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=1623
03/18/2017,Exile Open,Local,MD-2017-02,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1625
03/18/2017,920 Raw Open,Local,WI-2017-05,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1633
03/12/2017,University Academy Qualifier,Local,LA-2017-09,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1613
03/11/2017,Cajun Pride National Qualifier,Local,LA-2017-08,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1598
03/11/2017,2017 Cowboy State Raw,Local,WY-2017-02,Wyoming,https://usapl.liftingdatabase.com/competitions-view?id=1600
03/11/2017,2017 Woodward Academy High School Invitational,Local,IA-2017-04,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=1603
03/11/2017,2017 Spring Forward Championship,Local,NY-2017-01,New York,https://usapl.liftingdatabase.com/competitions-view?id=1606
03/05/2017,Arnold - NextLifter Ohio Classic,Local,USAPL-2017-01,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1611
03/04/2017,Quad City Throw Down,Local,IA-2017-02,Iowa,https://usapl.liftingdatabase.com/competitions-view?id=1588
03/04/2017,2017 Arlington Strength Raw Classic,Local,TX-2017-03,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1596
03/03/2017,2017 Southern Iron Raw Open,Local,TN-2017-02,Tennessee,https://usapl.liftingdatabase.com/competitions-view?id=1599
02/26/2017,2017 Bare Bones Qualifier,Local,TX-2017-09,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1582
02/26/2017,Cudahy High School National Qualifier,Local,WI-2017-07,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1585
02/26/2017,2017 Texas Strength Classic,Local,TX-2017-06,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1571
02/25/2017,South Dakota High School Qualifier,Local,SD-2017-02,South Dakota,https://usapl.liftingdatabase.com/competitions-view?id=1591
02/25/2017,Terrapin Open,Local,MD-2017-01,Maryland,https://usapl.liftingdatabase.com/competitions-view?id=1531
02/25/2017,Tempe Classic,Local,AZ-2017-03,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1538
02/25/2017,2017 Michigan High School Qualifier,Local,MI-2017-07,Michigan,https://usapl.liftingdatabase.com/competitions-view?id=1540
02/25/2017,5th Annual Winter Classic,Local,MA-2017-03,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1533
02/25/2017,2017 Liberty Bell Classic,Local,PA-2017-01,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1535
02/25/2017,3rd Frostbite Challenge,Local,AK-2017-03,Alaska,https://usapl.liftingdatabase.com/competitions-view?id=1525
02/19/2017,2017 Brand X Method Teen Junior Championship,Local,CA-2017-01,California,https://usapl.liftingdatabase.com/http://arnold.usapowerlifting.com
02/19/2017,2017 Murder of Crows Open,Local,NY-2017-08,New York,https://usapl.liftingdatabase.com/competitions-view?id=1518
02/18/2017,2017 Glen Mills Invitational,Local,PA-2017-06,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1520
02/18/2017,2017 Aggie Showdown,Local,TX-2017-02,Texas,https://usapl.liftingdatabase.com/competitions-view?id=1514
02/18/2017,Connecticut Winter Invitational,Local,CT-2017-02,Connecticut,https://usapl.liftingdatabase.com/competitions-view?id=1497
02/18/2017,Pelican State Open & Free High School Qualifier,Local,LA-2017-01,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1500
02/12/2017,4th Annual Elite High School Cup,Local,MA-2017-04,Massachusetts,https://usapl.liftingdatabase.com/competitions-view?id=1502
02/12/2017,Illinois Women's Raw Open,Local,IL-2017-01,Illinois,https://usapl.liftingdatabase.com/competitions-view?id=1579
02/11/2017,2017 Pure Fitness Open,Local,WI-2017-03,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1593
02/05/2017,2017 SBWC Winter Invitational,Local,NY-2017-04,New York,https://usapl.liftingdatabase.com/competitions-view?id=1493
02/04/2017,Winter Open,Local,PA-2017-02,Pennsylvania,https://usapl.liftingdatabase.com/competitions-view?id=1495
02/04/2017,Beyond Limits Classic,Local,OH-2017-05,Ohio,https://usapl.liftingdatabase.com/competitions-view?id=1503
02/04/2017,South Louisiana High School Qualifier,Local,LA-2017-07,Louisiana,https://usapl.liftingdatabase.com/competitions-view?id=1506
02/04/2017,2017 Silver Star Open,Local,WI-2017-04,Wisconsin,https://usapl.liftingdatabase.com/competitions-view?id=1512
01/29/2017,2017 Spartan Open,Local,CA-2017-03,California,https://usapl.liftingdatabase.com/competitions-view?id=1478
01/28/2017,Arizona Winter High School Championships & Open,Local,AZ-2017-01,Arizona,https://usapl.liftingdatabase.com/competitions-view?id=1490
01/28/2017,Kentucky Open Raw Championship,Local,KY-2017-01,Kentucky,https://usapl.liftingdatabase.com/competitions-view?id=1572
